PERIODO;PM10
2024-02-04 00;115.33
2024-02-04 01;138.93
2024-02-04 02;53.64
2024-02-04 03;60.51
2024-02-04 04;98.67
2024-02-04 05;66.86
2024-02-04 06;129.31
2024-02-04 07;131.34
2024-02-04 08;99.94
2024-02-04 09;127.09
2024-02-04 10;101.81
2024-02-04 11;59.78
2024-02-04 12;61.52
2024-02-04 13;56.66
2024-02-04 14;63.01
2024-02-04 15;45.25
2024-02-04 16;45.4
2024-02-04 17;66.03
2024-02-04 18;75.72
2024-02-04 19;96.97
2024-02-04 20;91.5
2024-02-04 21;112.48
2024-02-04 22;126.9
2024-02-04 23;112.01
2024-02-05 00;62.2
2024-02-05 01;63.69
2024-02-05 02;65.83
2024-02-05 03;60.67
2024-02-05 04;84.56
2024-02-05 05;112.5
2024-02-05 06;114.56
2024-02-05 07;177.78
2024-02-05 08;180.59
2024-02-05 09;94.36
2024-02-05 10;83.31
2024-02-05 11;75.18
2024-02-05 12;75.92
2024-02-05 13;72.25
2024-02-05 14;96.36
2024-02-05 15;122.87
2024-02-05 16;78.26
2024-02-05 17;92.89
2024-02-05 18;41.7
2024-02-05 19;78.49
2024-02-05 20;83.39
2024-02-05 21;42.91
2024-02-05 22;65.62
2024-02-05 23;117.72
2024-02-06 00;99.83
2024-02-06 01;88.38
2024-02-06 02;95.76
2024-02-06 03;87.93
2024-02-06 04;123.65
2024-02-06 05;143.36
2024-02-06 06;127.06
2024-02-06 07;208.7
2024-02-06 08;178.27
2024-02-06 09;
2024-02-06 10;
2024-02-06 11;179.01
2024-02-06 12;266.41
2024-02-06 13;207.55
2024-02-06 14;241.53
2024-02-06 15;217.45
2024-02-06 16;231.48
2024-02-06 17;106.67
2024-02-06 18;62.16
2024-02-06 19;67.26
2024-02-06 20;74.72
2024-02-06 21;62.52
2024-02-06 22;53.95
2024-02-06 23;50.35
2024-02-07 00;119.06
2024-02-07 01;132.92
2024-02-07 02;271.99
2024-02-07 03;120.6
2024-02-07 04;96.26
2024-02-07 05;88.02
2024-02-07 06;82.65
2024-02-07 07;52.17
2024-02-07 08;130.94
2024-02-07 09;131.44
2024-02-07 10;126.14
2024-02-07 11;155.77
2024-02-07 12;128.22
2024-02-07 13;172.41
2024-02-07 14;167.8
2024-02-07 15;118.03
2024-02-07 16;114.76
2024-02-07 17;71.19
2024-02-07 18;58.51
2024-02-07 19;93.47
2024-02-07 20;80.5
2024-02-07 21;88.64
2024-02-07 22;106.62
2024-02-07 23;72.76
2024-02-08 00;100.17
2024-02-08 01;62.08
2024-02-08 02;42.52
2024-02-08 03;53.33
2024-02-08 04;33.17
2024-02-08 05;142.69
2024-02-08 06;158.12
2024-02-08 07;103.16
2024-02-08 08;100.11
2024-02-08 09;187.85
2024-02-08 10;111.96
2024-02-08 11;92.87
2024-02-08 12;76.51
2024-02-08 13;109.92
2024-02-08 14;95.95
2024-02-08 15;83.08
2024-02-08 16;81.94
2024-02-08 17;69.17
2024-02-08 18;40.96
2024-02-08 19;48.48
2024-02-08 20;39.87
2024-02-08 21;27.11
2024-02-08 22;43.5
2024-02-08 23;84.12
2024-02-09 00;54.54
2024-02-09 01;75.33
2024-02-09 02;95.28
2024-02-09 03;86.02
2024-02-09 04;73.12
2024-02-09 05;38.95
2024-02-09 06;42.92
2024-02-09 07;59.76
2024-02-09 08;117.82
2024-02-09 09;108.68
2024-02-09 10;110.71
2024-02-09 11;112.17
2024-02-09 12;103.43
2024-02-09 13;92.77
2024-02-09 14;113.19
2024-02-09 15;105.67
2024-02-09 16;122.1
2024-02-09 17;119.84
2024-02-09 18;59.67
2024-02-09 19;65.56
2024-02-09 20;115.05
2024-02-09 21;142.71
2024-02-09 22;167.94
2024-02-09 23;141.44
2024-02-10 00;132.54
2024-02-10 01;68.45
2024-02-10 02;121.17
2024-02-10 03;45.83
2024-02-10 04;85.03
2024-02-10 05;206.52
2024-02-10 06;226.27
2024-02-10 07;240.18
2024-02-10 08;283.49
2024-02-10 09;171.89
2024-02-10 10;140.19
2024-02-10 11;105.08
2024-02-10 12;108.88
2024-02-10 13;101.7
2024-02-10 14;84.95
2024-02-10 15;70.97
2024-02-10 16;66.17
2024-02-10 17;71.57
2024-02-10 18;85.35
2024-02-10 19;67.89
2024-02-10 20;78.43
2024-02-10 21;74.8
2024-02-10 22;44.91
2024-02-10 23;85.42
2024-02-11 00;90.83
2024-02-11 01;58.98
2024-02-11 02;85.56
2024-02-11 03;88.11
2024-02-11 04;83.38
2024-02-11 05;64.07
2024-02-11 06;130.62
2024-02-11 07;114.6
2024-02-11 08;109.25
2024-02-11 09;94.01
2024-02-11 10;102.49
2024-02-11 11;94.9
2024-02-11 12;86.57
2024-02-11 13;85.53
2024-02-11 14;64.32
2024-02-11 15;50.73
2024-02-11 16;42.99
2024-02-11 17;41.59
2024-02-11 18;44.92
2024-02-11 19;68.62
2024-02-11 20;86.34
2024-02-11 21;62.16
2024-02-11 22;61.42
2024-02-11 23;59.82
2024-02-12 00;49.72
2024-02-12 01;54.6
2024-02-12 02;57.42
2024-02-12 03;68.72
2024-02-12 04;43.78
2024-02-12 05;59.27
2024-02-12 06;132.94
2024-02-12 07;145.41
2024-02-12 08;136.27
2024-02-12 09;172.91
2024-02-12 10;
2024-02-12 11;
2024-02-12 12;83.1
2024-02-12 13;102.32
2024-02-12 14;128.43
2024-02-12 15;80.94
2024-02-12 16;113.27
2024-02-12 17;109.62
2024-02-12 18;87.08
2024-02-12 19;128.4
2024-02-12 20;126.96
2024-02-12 21;114.52
2024-02-12 22;71.53
2024-02-12 23;81.17
2024-02-13 00;90.62
2024-02-13 01;93.08
2024-02-13 02;126.12
2024-02-13 03;83.39
2024-02-13 04;65.34
2024-02-13 05;60.14
2024-02-13 06;107.95
2024-02-13 07;160.72
2024-02-13 08;165.37
2024-02-13 09;308.42
2024-02-13 10;230.9
2024-02-13 11;140.95
2024-02-13 12;110.02
2024-02-13 13;112.25
2024-02-13 14;111.17
2024-02-13 15;104.46
2024-02-13 16;101.6
2024-02-13 17;78.72
2024-02-13 18;95.76
2024-02-13 19;140.08
2024-02-13 20;155.66
2024-02-13 21;155.47
2024-02-13 22;95.81
2024-02-13 23;128.01
2024-02-14 00;88.02
2024-02-14 01;89.1
2024-02-14 02;61.43
2024-02-14 03;135.81
2024-02-14 04;61.44
2024-02-14 05;98.1
2024-02-14 06;195.07
2024-02-14 07;259.28
2024-02-14 08;269.54
2024-02-14 09;135.54
2024-02-14 10;121.39
2024-02-14 11;151.46
2024-02-14 12;131.87
2024-02-14 13;147.43
2024-02-14 14;179.88
2024-02-14 15;152.98
2024-02-14 16;110.04
2024-02-14 17;129.18
2024-02-14 18;118.8
2024-02-14 19;130.69
2024-02-14 20;153.25
2024-02-14 21;139.45
2024-02-14 22;159.65
2024-02-14 23;110.12
2024-02-15 00;106.78
2024-02-15 01;53.29
2024-02-15 02;69.34
2024-02-15 03;63.11
2024-02-15 04;177.08
2024-02-15 05;141.73
2024-02-15 06;136.86
2024-02-15 07;137.82
2024-02-15 08;149.91
2024-02-15 09;126.38
2024-02-15 10;106.66
2024-02-15 11;115.33
2024-02-15 12;101.62
2024-02-15 13;120.88
2024-02-15 14;101.41
2024-02-15 15;93.29
2024-02-15 16;104.52
2024-02-15 17;117.78
2024-02-15 18;45.27
2024-02-15 19;66.72
2024-02-15 20;62.98
2024-02-15 21;40.34
2024-02-15 22;41.92
2024-02-15 23;74.36
2024-02-16 00;47.24
2024-02-16 01;66.8
2024-02-16 02;126.1
2024-02-16 03;72.22
2024-02-16 04;46.87
2024-02-16 05;109.13
2024-02-16 06;175.69
2024-02-16 07;223.79
2024-02-16 08;265.05
2024-02-16 09;97.38
2024-02-16 10;68.11
2024-02-16 11;86.36
2024-02-16 12;73.1
2024-02-16 13;84.77
2024-02-16 14;72.83
2024-02-16 15;62.38
2024-02-16 16;93.79
2024-02-16 17;166.43
2024-02-16 18;85.36
2024-02-16 19;99.23
2024-02-16 20;95.75
2024-02-16 21;122.96
2024-02-16 22;119.68
2024-02-16 23;84.89
2024-02-17 00;96.17
2024-02-17 01;111.74
2024-02-17 02;77.88
2024-02-17 03;74.57
2024-02-17 04;94.36
2024-02-17 05;131.29
2024-02-17 06;97.49
2024-02-17 07;181.1
2024-02-17 08;148.36
2024-02-17 09;84.64
2024-02-17 10;108.07
2024-02-17 11;118.94
2024-02-17 12;123.63
2024-02-17 13;103.75
2024-02-17 14;74.51
2024-02-17 15;54.87
2024-02-17 16;63.97
2024-02-17 17;80.49
2024-02-17 18;86.74
2024-02-17 19;104.97
2024-02-17 20;124.67
2024-02-17 21;76.97
2024-02-17 22;114.45
2024-02-17 23;49.67
2024-02-18 00;117.53
2024-02-18 01;94.78
2024-02-18 02;52.08
2024-02-18 03;146.02
2024-02-18 04;190.31
2024-02-18 05;165.9
2024-02-18 06;79.34
2024-02-18 07;95.38
2024-02-18 08;136.52
2024-02-18 09;100.88
2024-02-18 10;66.31
2024-02-18 11;73.72
2024-02-18 12;62.88
2024-02-18 13;50.77
2024-02-18 14;55.59
2024-02-18 15;57.79
2024-02-18 16;49.73
2024-02-18 17;51.59
2024-02-18 18;47.52
2024-02-18 19;56.58
2024-02-18 20;65.87
2024-02-18 21;38.42
2024-02-18 22;43.58
2024-02-18 23;50.51
2024-02-19 00;81.76
2024-02-19 01;86.63
2024-02-19 02;29.92
2024-02-19 03;31.35
2024-02-19 04;70.64
2024-02-19 05;124.02
2024-02-19 06;65.05
2024-02-19 07;96.46
2024-02-19 08;108.62
2024-02-19 09;126.31
2024-02-19 10;102.27
2024-02-19 11;99.8
2024-02-19 12;82.92
2024-02-19 13;72.97
2024-02-19 14;105.3
2024-02-19 15;96.53
2024-02-19 16;74.67
2024-02-19 17;73.97
2024-02-19 18;51.81
2024-02-19 19;77.58
2024-02-19 20;99.14
2024-02-19 21;80.31
2024-02-19 22;74.99
2024-02-19 23;77.87
2024-02-20 00;114.14
2024-02-20 01;103.58
2024-02-20 02;135.34
2024-02-20 03;82.38
2024-02-20 04;101.42
2024-02-20 05;99.84
2024-02-20 06;62.94
2024-02-20 07;85.33
2024-02-20 08;169.13
2024-02-20 09;111.64
2024-02-20 10;
2024-02-20 11;
2024-02-20 12;110.49
2024-02-20 13;90.73
2024-02-20 14;90
2024-02-20 15;104.4
2024-02-20 16;74.13
2024-02-20 17;92.12
2024-02-20 18;68.58
2024-02-20 19;54.27
2024-02-20 20;41.55
2024-02-20 21;43.86
2024-02-20 22;115.8
2024-02-20 23;118.47
2024-02-21 00;72.6
2024-02-21 01;103.79
2024-02-21 02;121.97
2024-02-21 03;74.57
2024-02-21 04;71.31
2024-02-21 05;57.81
2024-02-21 06;100.39
2024-02-21 07;134.98
2024-02-21 08;150.83
2024-02-21 09;142.34
2024-02-21 10;95.06
2024-02-21 11;102.78
2024-02-21 12;68.22
2024-02-21 13;76.33
2024-02-21 14;104.63
2024-02-21 15;90.77
2024-02-21 16;122.3
2024-02-21 17;74.13
2024-02-21 18;80.12
2024-02-21 19;75.91
2024-02-21 20;73.63
2024-02-21 21;118.05
2024-02-21 22;220.05
2024-02-21 23;148.87
2024-02-22 00;158.73
2024-02-22 01;32.23
2024-02-22 02;67.97
2024-02-22 03;65.99
2024-02-22 04;144.1
2024-02-22 05;111
2024-02-22 06;139.26
2024-02-22 07;229.55
2024-02-22 08;273.4
2024-02-22 09;173.32
2024-02-22 10;131.5
2024-02-22 11;111.88
2024-02-22 12;77.49
2024-02-22 13;93.26
2024-02-22 14;98.12
2024-02-22 15;93.23
2024-02-22 16;72.79
2024-02-22 17;85.32
2024-02-22 18;60.81
2024-02-22 19;89.65
2024-02-22 20;153.54
2024-02-22 21;91.83
2024-02-22 22;117.99
2024-02-22 23;109.17
2024-02-23 00;67.42
2024-02-23 01;70.27
2024-02-23 02;89.43
2024-02-23 03;116.65
2024-02-23 04;115.88
2024-02-23 05;126.74
2024-02-23 06;73.16
2024-02-23 07;108.99
2024-02-23 08;231.73
2024-02-23 09;196.43
2024-02-23 10;148.11
2024-02-23 11;114.09
2024-02-23 12;94.2
2024-02-23 13;124.78
2024-02-23 14;134.98
2024-02-23 15;179.35
2024-02-23 16;183.1
2024-02-23 17;178.09
2024-02-23 18;59.19
2024-02-23 19;59.5
2024-02-23 20;60.94
2024-02-23 21;48.28
2024-02-23 22;60.28
2024-02-23 23;312.38
2024-02-24 00;59.58
2024-02-24 01;160.78
2024-02-24 02;398.59
2024-02-24 03;203.6
2024-02-24 04;146.12
2024-02-24 05;78.29
2024-02-24 06;71.47
2024-02-24 07;142.88
2024-02-24 08;137.16
2024-02-24 09;106.09
2024-02-24 10;99.42
2024-02-24 11;83.42
2024-02-24 12;121.91
2024-02-24 13;120.28
2024-02-24 14;103.88
2024-02-24 15;100.87
2024-02-24 16;59.66
2024-02-24 17;61.54
2024-02-24 18;47.42
2024-02-24 19;46.47
2024-02-24 20;57.59
2024-02-24 21;69.87
2024-02-24 22;94.47
2024-02-24 23;143.71
2024-02-25 00;121.33
2024-02-25 01;115.33
2024-02-25 02;125.92
2024-02-25 03;110.33
2024-02-25 04;64.83
2024-02-25 05;153.42
2024-02-25 06;468.59
2024-02-25 07;500.85
2024-02-25 08;182.52
2024-02-25 09;110.27
2024-02-25 10;86.28
2024-02-25 11;90.08
2024-02-25 12;113.53
2024-02-25 13;63.38
2024-02-25 14;59.92
2024-02-25 15;60.12
2024-02-25 16;58.92
2024-02-25 17;47.66
2024-02-25 18;68.52
2024-02-25 19;113.91
2024-02-25 20;119.27
2024-02-25 21;99.88
2024-02-25 22;107.95
2024-02-25 23;39.73
2024-02-26 00;89.09
2024-02-26 01;120.27
2024-02-26 02;122.08
2024-02-26 03;36.35
2024-02-26 04;100.92
2024-02-26 05;103.58
2024-02-26 06;128.72
2024-02-26 07;97.49
2024-02-26 08;164.65
2024-02-26 09;161.73
2024-02-26 10;118.34
2024-02-26 11;102.11
2024-02-26 12;78.47
2024-02-26 13;67.61
2024-02-26 14;70.08
2024-02-26 15;74.22
2024-02-26 16;84
2024-02-26 17;78.23
2024-02-26 18;89.72
2024-02-26 19;115.03
2024-02-26 20;83.42
2024-02-26 21;67.1
2024-02-26 22;110.44
2024-02-26 23;97.97
2024-02-27 00;40.84
2024-02-27 01;42.47
2024-02-27 02;79.59
2024-02-27 03;71.21
2024-02-27 04;66.58
2024-02-27 05;117.97
2024-02-27 06;172.72
2024-02-27 07;191.98
2024-02-27 08;150.7
2024-02-27 09;137.02
2024-02-27 10;118.61
2024-02-27 11;108.19
2024-02-27 12;74.97
2024-02-27 13;90.09
2024-02-27 14;76.72
2024-02-27 15;89.31
2024-02-27 16;80.97
2024-02-27 17;66.17
2024-02-27 18;76.55
2024-02-27 19;70.86
2024-02-27 20;99.72
2024-02-27 21;113.41
2024-02-27 22;96.22
2024-02-27 23;103.72
2024-02-28 00;67.51
2024-02-28 01;54.27
2024-02-28 02;74.56
2024-02-28 03;81.68
2024-02-28 04;113.09
2024-02-28 05;68.43
2024-02-28 06;99.33
2024-02-28 07;143.37
2024-02-28 08;128.88
2024-02-28 09;136.07
2024-02-28 10;
2024-02-28 11;98.35
2024-02-28 12;87.94
2024-02-28 13;78.6
2024-02-28 14;55.7
2024-02-28 15;58.36
2024-02-28 16;74.19
2024-02-28 17;71.16
2024-02-28 18;79.22
2024-02-28 19;104.66
2024-02-28 20;82.61
2024-02-28 21;85.57
2024-02-28 22;99.52
2024-02-28 23;67.61
2024-02-29 00;35.57
2024-02-29 01;86.12
2024-02-29 02;94
2024-02-29 03;50.24
2024-02-29 04;59.55
2024-02-29 05;131.5
2024-02-29 06;176.34
2024-02-29 07;100.83
2024-02-29 08;165.56
2024-02-29 09;163.85
2024-02-29 10;151.72
2024-02-29 11;117.52
2024-02-29 12;96.42
2024-02-29 13;78.11
2024-02-29 14;81.76
2024-02-29 15;73.8
2024-02-29 16;82.59
2024-02-29 17;77.97
2024-02-29 18;80.76
2024-02-29 19;124.67
2024-02-29 20;79.01
2024-02-29 21;84.29
2024-02-29 22;106.23
2024-02-29 23;130.67
2024-03-01 00;98.59
2024-03-01 01;58.78
2024-03-01 02;122.59
2024-03-01 03;106.76
2024-03-01 04;134.98
2024-03-01 05;149.4
2024-03-01 06;54.51
2024-03-01 07;130.6
2024-03-01 08;221.64
2024-03-01 09;182.56
2024-03-01 10;166.54
2024-03-01 11;141.32
2024-03-01 12;104.67
2024-03-01 13;82.03
2024-03-01 14;77.68
2024-03-01 15;63.85
2024-03-01 16;72.06
2024-03-01 17;75.41
2024-03-01 18;69.78
2024-03-01 19;53.08
2024-03-01 20;80.22
2024-03-01 21;87.33
2024-03-01 22;56.98
2024-03-01 23;39
2024-03-02 00;44.73
2024-03-02 01;98.56
2024-03-02 02;90.33
2024-03-02 03;82.5
2024-03-02 04;65.63
2024-03-02 05;131.88
2024-03-02 06;74.91
2024-03-02 07;75.66
2024-03-02 08;178.28
2024-03-02 09;109.81
2024-03-02 10;90.32
2024-03-02 11;72.51
2024-03-02 12;84.58
2024-03-02 13;77.62
2024-03-02 14;70.36
2024-03-02 15;59.86
2024-03-02 16;49.02
2024-03-02 17;47.64
2024-03-02 18;49.03
2024-03-02 19;40.98
2024-03-02 20;60.47
2024-03-02 21;87.11
2024-03-02 22;98.27
2024-03-02 23;122.04
2024-03-03 00;127.57
2024-03-03 01;59.23
2024-03-03 02;64.86
2024-03-03 03;108.43
2024-03-03 04;57.82
2024-03-03 05;66.94
2024-03-03 06;50.84
2024-03-03 07;135.08
2024-03-03 08;101.6
2024-03-03 09;64.19
2024-03-03 10;49.5
2024-03-03 11;52.66
2024-03-03 12;58.49
2024-03-03 13;49.13
2024-03-03 14;39.65
2024-03-03 15;37.22
2024-03-03 16;33.92
2024-03-03 17;38.95
2024-03-03 18;41.87
2024-03-03 19;45.23
2024-03-03 20;58.24
2024-03-03 21;46.43
2024-03-03 22;80.63
2024-03-03 23;88.59
2024-03-04 00;83.15
2024-03-04 01;63.23
2024-03-04 02;28.18
2024-03-04 03;59.67
2024-03-04 04;100.05
2024-03-04 05;71.97
2024-03-04 06;178.13
2024-03-04 07;149.78
2024-03-04 08;72.83
2024-03-04 09;64.97
2024-03-04 10;76.25
2024-03-04 11;69.29
2024-03-04 12;58.64
2024-03-04 13;78.88
2024-03-04 14;76.15
2024-03-04 15;66.53
2024-03-04 16;62
2024-03-04 17;61.42
2024-03-04 18;42.36
2024-03-04 19;52.51
2024-03-04 20;65.42
2024-03-04 21;104.23
2024-03-04 22;64.78
2024-03-04 23;47.48
2024-03-05 00;105.42
2024-03-05 01;102.01
2024-03-05 02;79.92
2024-03-05 03;57.42
2024-03-05 04;32.77
2024-03-05 05;34.3
2024-03-05 06;109.96
2024-03-05 07;86.78
2024-03-05 08;81.12
2024-03-05 09;72.72
2024-03-05 10;
2024-03-05 11;
2024-03-05 12;
2024-03-05 13;87.19
2024-03-05 14;78.11
2024-03-05 15;82.49
2024-03-05 16;88.24
2024-03-05 17;79.24
2024-03-05 18;107.2
2024-03-05 19;115.99
2024-03-05 20;108.23
2024-03-05 21;91.08
2024-03-05 22;138.42
2024-03-05 23;135.98
2024-03-06 00;138.14
2024-03-06 01;125.49
2024-03-06 02;84.17
2024-03-06 03;100.16
2024-03-06 04;185.92
2024-03-06 05;128.57
2024-03-06 06;94.38
2024-03-06 07;158.48
2024-03-06 08;198.78
2024-03-06 09;95.56
2024-03-06 10;
2024-03-06 11;113.83
2024-03-06 12;108.46
2024-03-06 13;104.38
2024-03-06 14;120.66
2024-03-06 15;94.28
2024-03-06 16;95.98
2024-03-06 17;94.08
2024-03-06 18;85.72
2024-03-06 19;136.6
2024-03-06 20;108.53
2024-03-06 21;108.76
2024-03-06 22;113.83
2024-03-06 23;73.36
2024-03-07 00;84.13
2024-03-07 01;113.83
2024-03-07 02;61.19
2024-03-07 03;51.02
2024-03-07 04;94.41
2024-03-07 05;110
2024-03-07 06;142.48
2024-03-07 07;279.58
2024-03-07 08;474.05
2024-03-07 09;171.47
2024-03-07 10;120.67
2024-03-07 11;135.47
2024-03-07 12;130.37
2024-03-07 13;140.34
2024-03-07 14;106.62
2024-03-07 15;145.92
2024-03-07 16;114.01
2024-03-07 17;117.72
2024-03-07 18;129.59
2024-03-07 19;98.91
2024-03-07 20;107.27
2024-03-07 21;163.41
2024-03-07 22;154.8
2024-03-07 23;117.3
2024-03-08 00;110.97
2024-03-08 01;71.82
2024-03-08 02;74.75
2024-03-08 03;86.17
2024-03-08 04;218.72
2024-03-08 05;66.17
2024-03-08 06;78.62
2024-03-08 07;156.36
2024-03-08 08;164.94
2024-03-08 09;205.43
2024-03-08 10;149.22
2024-03-08 11;123.33
2024-03-08 12;101.34
2024-03-08 13;105.5
2024-03-08 14;127.48
2024-03-08 15;103.62
2024-03-08 16;107.67
2024-03-08 17;136
2024-03-08 18;127.83
2024-03-08 19;121.78
2024-03-08 20;143.24
2024-03-08 21;103.16
2024-03-08 22;79.67
2024-03-08 23;138.32
2024-03-09 00;72.08
2024-03-09 01;111.92
2024-03-09 02;186.62
2024-03-09 03;185.74
2024-03-09 04;123.43
2024-03-09 05;112.66
2024-03-09 06;58.69
2024-03-09 07;122.58
2024-03-09 08;98.31
2024-03-09 09;131.21
2024-03-09 10;113.11
2024-03-09 11;143.62
2024-03-09 12;130.94
2024-03-09 13;145.91
2024-03-09 14;105.83
2024-03-09 15;69.28
2024-03-09 16;71.84
2024-03-09 17;68.9
2024-03-09 18;85.43
2024-03-09 19;94.77
2024-03-09 20;73.62
2024-03-09 21;107.77
2024-03-09 22;121.18
2024-03-09 23;62.51
2024-03-10 00;74.59
2024-03-10 01;70.78
2024-03-10 02;96.99
2024-03-10 03;45.05
2024-03-10 04;108.53
2024-03-10 05;127.45
2024-03-10 06;88.97
2024-03-10 07;129.37
2024-03-10 08;125.98
2024-03-10 09;132.02
2024-03-10 10;90.62
2024-03-10 11;89.52
2024-03-10 12;70.64
2024-03-10 13;62.73
2024-03-10 14;73.97
2024-03-10 15;61.19
2024-03-10 16;53.69
2024-03-10 17;61.95
2024-03-10 18;87.53
2024-03-10 19;58.74
2024-03-10 20;73.19
2024-03-10 21;83.45
2024-03-10 22;67.66
2024-03-10 23;94.97
2024-03-11 00;70.62
2024-03-11 01;91.87
2024-03-11 02;125.26
2024-03-11 03;153.49
2024-03-11 04;155.77
2024-03-11 05;126.5
2024-03-11 06;72.17
2024-03-11 07;209.88
2024-03-11 08;210.88
2024-03-11 09;117.01
2024-03-11 10;132.08
2024-03-11 11;114.42
2024-03-11 12;134.7
2024-03-11 13;127.43
2024-03-11 14;94.48
2024-03-11 15;79.36
2024-03-11 16;77.97
2024-03-11 17;93.69
2024-03-11 18;71.61
2024-03-11 19;98.77
2024-03-11 20;143.6
2024-03-11 21;111.33
2024-03-11 22;86.07
2024-03-11 23;111.94
2024-03-12 00;143.76
2024-03-12 01;123.21
2024-03-12 02;63.86
2024-03-12 03;122.3
2024-03-12 04;179.86
2024-03-12 05;137.67
2024-03-12 06;77.66
2024-03-12 07;152.76
2024-03-12 08;135.7
2024-03-12 09;129.22
2024-03-12 10;121.43
2024-03-12 11;149.54
2024-03-12 12;114.52
2024-03-12 13;131.72
2024-03-12 14;125.95
2024-03-12 15;85.26
2024-03-12 16;80.86
2024-03-12 17;107.25
2024-03-12 18;134.26
2024-03-12 19;81.45
2024-03-12 20;78.1
2024-03-12 21;119.24
2024-03-12 22;144.79
2024-03-12 23;117.06
2024-03-13 00;53.72
2024-03-13 01;56.96
2024-03-13 02;62.59
2024-03-13 03;62.82
2024-03-13 04;137.26
2024-03-13 05;207.55
2024-03-13 06;255.55
2024-03-13 07;310.58
2024-03-13 08;389.36
2024-03-13 09;152.02
2024-03-13 10;
2024-03-13 11;
2024-03-13 12;178.39
2024-03-13 13;101.69
2024-03-13 14;112.58
2024-03-13 15;162.88
2024-03-13 16;92.84
2024-03-13 17;117.74
2024-03-13 18;166.13
2024-03-13 19;159.27
2024-03-13 20;95.2
2024-03-13 21;132.02
2024-03-13 22;116.93
2024-03-13 23;85.93
2024-03-14 00;88.84
2024-03-14 01;66.35
2024-03-14 02;100.53
2024-03-14 03;108.65
2024-03-14 04;157.12
2024-03-14 05;137.29
2024-03-14 06;110.42
2024-03-14 07;195.57
2024-03-14 08;250.85
2024-03-14 09;196.21
2024-03-14 10;183.8
2024-03-14 11;136.08
2024-03-14 12;122.72
2024-03-14 13;104.64
2024-03-14 14;98.91
2024-03-14 15;101.46
2024-03-14 16;120.97
2024-03-14 17;121.54
2024-03-14 18;106.88
2024-03-14 19;121.21
2024-03-14 20;64.33
2024-03-14 21;124.27
2024-03-14 22;147.08
2024-03-14 23;63.57
2024-03-15 00;84.31
2024-03-15 01;93.91
2024-03-15 02;130.98
2024-03-15 03;60.91
2024-03-15 04;78.83
2024-03-15 05;92.51
2024-03-15 06;230
2024-03-15 07;304.62
2024-03-15 08;208.73
2024-03-15 09;187.27
2024-03-15 10;171.65
2024-03-15 11;151.64
2024-03-15 12;149.32
2024-03-15 13;139.36
2024-03-15 14;104
2024-03-15 15;85.59
2024-03-15 16;79.39
2024-03-15 17;86.03
2024-03-15 18;108.2
2024-03-15 19;85.22
2024-03-15 20;68.85
2024-03-15 21;91.59
2024-03-15 22;88.25
2024-03-15 23;75.44
2024-03-16 00;96.04
2024-03-16 01;80.64
2024-03-16 02;98.03
2024-03-16 03;78.28
2024-03-16 04;152.84
2024-03-16 05;173.15
2024-03-16 06;118.35
2024-03-16 07;169.42
2024-03-16 08;247.63
2024-03-16 09;155.59
2024-03-16 10;98.05
2024-03-16 11;94.12
2024-03-16 12;83.97
2024-03-16 13;88.56
2024-03-16 14;68.11
2024-03-16 15;60.33
2024-03-16 16;54.34
2024-03-16 17;75.49
2024-03-16 18;105.42
2024-03-16 19;110.62
2024-03-16 20;78.37
2024-03-16 21;102.2
2024-03-16 22;104.73
2024-03-16 23;134
2024-03-17 00;147.42
2024-03-17 01;179.52
2024-03-17 02;216.7
2024-03-17 03;130.52
2024-03-17 04;105.42
2024-03-17 05;81.58
2024-03-17 06;124.97
2024-03-17 07;200.56
2024-03-17 08;125.72
2024-03-17 09;138.72
2024-03-17 10;87.52
2024-03-17 11;86.46
2024-03-17 12;80.62
2024-03-17 13;
2024-03-17 14;
2024-03-17 15;
2024-03-17 16;
2024-03-17 17;
2024-03-17 18;
2024-03-17 19;
2024-03-17 20;
2024-03-17 21;
2024-03-17 22;
2024-03-17 23;
2024-03-18 00;
2024-03-18 01;
2024-03-18 02;
2024-03-18 03;
2024-03-18 04;
2024-03-18 05;
2024-03-18 06;
2024-03-18 07;
2024-03-18 08;
2024-03-18 09;
2024-03-18 10;
2024-03-18 11;
2024-03-18 12;
2024-03-18 13;126.21
2024-03-18 14;107.91
2024-03-18 15;74.21
2024-03-18 16;84.87
2024-03-18 17;74.12
2024-03-18 18;92.17
2024-03-18 19;92.97
2024-03-18 20;93.92
2024-03-18 21;107.92
2024-03-18 22;111.33
2024-03-18 23;126.5
2024-03-19 00;124.32
2024-03-19 01;106.22
2024-03-19 02;56.63
2024-03-19 03;65.53
2024-03-19 04;140.32
2024-03-19 05;44.95
2024-03-19 06;122.78
2024-03-19 07;96.54
2024-03-19 08;161.62
2024-03-19 09;149.98
2024-03-19 10;104.66
2024-03-19 11;87.82
2024-03-19 12;80.17
2024-03-19 13;91.88
2024-03-19 14;63.82
2024-03-19 15;85.25
2024-03-19 16;82.42
2024-03-19 17;87.76
2024-03-19 18;105.59
2024-03-19 19;53.44
2024-03-19 20;96.52
2024-03-19 21;44.4
2024-03-19 22;72.75
2024-03-19 23;58.16
2024-03-20 00;70.29
2024-03-20 01;51.59
2024-03-20 02;50.56
2024-03-20 03;110.98
2024-03-20 04;121.86
2024-03-20 05;76.63
