Nro;PERIODO;PM10
2730;2023-10-23 17;27.2025
2731;2023-10-23 18;30.5
2732;2023-10-23 19;29.13
2733;2023-10-23 20;28.25
2734;2023-10-23 21;27.27
2735;2023-10-23 22;24.42
2736;2023-10-23 23;32.19
2737;2023-10-24 00;43.4
2738;2023-10-24 01;51
2739;2023-10-24 02;46.35
2740;2023-10-24 03;42.81
2741;2023-10-24 04;40.24
2742;2023-10-24 05;36.14
2743;2023-10-24 06;39.78
2744;2023-10-24 07;41.06
2745;2023-10-24 08;33.09
2746;2023-10-24 09;26.39
2747;2023-10-24 10;20.01
2748;2023-10-24 11;18.12
2749;2023-10-24 12;19.53
2750;2023-10-24 13;14.94
2751;2023-10-24 14;18.34
2752;2023-10-24 15;23.2
2753;2023-10-24 16;32.66
2754;2023-10-24 17;42.23
2755;2023-10-24 18;44.12
2756;2023-10-24 19;34.88
2757;2023-10-24 20;31.05
2758;2023-10-24 21;23.61
2759;2023-10-24 22;22.68
2760;2023-10-24 23;23.19
2761;2023-10-25 00;25.31
2762;2023-10-25 01;25.28
2763;2023-10-25 02;21.5
2764;2023-10-25 03;24.38
2765;2023-10-25 04;24.45
2766;2023-10-25 05;23.24
2767;2023-10-25 06;22.32
2768;2023-10-25 07;20.2
2769;2023-10-25 08;21.14
2770;2023-10-25 09;17.7
2771;2023-10-25 10;23.06
2772;2023-10-25 11;23.49
2773;2023-10-25 12;25.11
2774;2023-10-25 13;28.79
2775;2023-10-25 14;25.87
2776;2023-10-25 15;40.33
2777;2023-10-25 16;29.73
2778;2023-10-25 17;31.16
2779;2023-10-25 18;32.73
2780;2023-10-25 19;23.47
2781;2023-10-25 20;17.86
2782;2023-10-25 21;14.68
2783;2023-10-25 22;15.57
2784;2023-10-25 23;20.68
2785;2023-10-26 00;24.66
2786;2023-10-26 01;25.41
2787;2023-10-26 02;27.03
2788;2023-10-26 03;22.94
2789;2023-10-26 04;19.74
2790;2023-10-26 05;20.26
2791;2023-10-26 06;18.73
2792;2023-10-26 07;14.71
2793;2023-10-26 08;13.39
2794;2023-10-26 09;15.75
2795;2023-10-26 10;17.61
2796;2023-10-26 11;19.69
2797;2023-10-26 12;18.41
2798;2023-10-26 13;17.41
2799;2023-10-26 14;23.12
2800;2023-10-26 15;30.88
2801;2023-10-26 16;53.13
2802;2023-10-26 17;47.05
2803;2023-10-26 18;44.02
2804;2023-10-26 19;28.9
2805;2023-10-26 20;19.29
2806;2023-10-26 21;16.85
2807;2023-10-26 22;17.31
2808;2023-10-26 23;19.24
2809;2023-10-27 00;27.65
2810;2023-10-27 01;37.66
2811;2023-10-27 02;38.81
2812;2023-10-27 03;30.13
2813;2023-10-27 04;30.23
2814;2023-10-27 05;34.77
2815;2023-10-27 06;37.25
2816;2023-10-27 07;28.14
2817;2023-10-27 08;27.06
2818;2023-10-27 09;25.13
2819;2023-10-27 10;25.39
2820;2023-10-27 11;19.75
2821;2023-10-27 12;17.81
2822;2023-10-27 13;18.26
2823;2023-10-27 14;21.75
2824;2023-10-27 15;30.01
2825;2023-10-27 16;39.91
2826;2023-10-27 17;50.99
2827;2023-10-27 18;46.27
2828;2023-10-27 19;30.74
2829;2023-10-27 20;37.66
2830;2023-10-27 21;35.49
2831;2023-10-27 22;30.73
2832;2023-10-27 23;37.12
2833;2023-10-28 00;37.97
2834;2023-10-28 01;33.06
2835;2023-10-28 02;39.6
2836;2023-10-28 03;38.19
2837;2023-10-28 04;31.51
2838;2023-10-28 05;22.73
2839;2023-10-28 06;17.36
2840;2023-10-28 07;10.09
2841;2023-10-28 08;14.76
2842;2023-10-28 09;26.37
2843;2023-10-28 10;22.26
2844;2023-10-28 11;14.86
2845;2023-10-28 12;18.46
2846;2023-10-28 13;23.44
2847;2023-10-28 14;32.65
2848;2023-10-28 15;34.42
2849;2023-10-28 16;40.98
2850;2023-10-28 17;43.75
2851;2023-10-28 18;41.5
2852;2023-10-28 19;31.35
2853;2023-10-28 20;24.6
2854;2023-10-28 21;15.86
2855;2023-10-28 22;15.68
2856;2023-10-28 23;15.5
2857;2023-10-29 00;19.695
2858;2023-10-29 01;23.89
2859;2023-10-29 02;27.79
2860;2023-10-29 03;30.66
2861;2023-10-29 04;26.83
2862;2023-10-29 05;26.8
2863;2023-10-29 06;26.25
2864;2023-10-29 07;24.22
2865;2023-10-29 08;34.49
2866;2023-10-29 09;52.44
2867;2023-10-29 10;107
2868;2023-10-29 11;168.9
2869;2023-10-29 12;74.6
2870;2023-10-29 13;54.55
2871;2023-10-29 14;28.28
2872;2023-10-29 15;25.01
2873;2023-10-29 16;30.37
2874;2023-10-29 17;25.47
2875;2023-10-29 18;21.62
2876;2023-10-29 19;20.48
2877;2023-10-29 20;19.46
2878;2023-10-29 21;20.76
2879;2023-10-29 22;21.11
2880;2023-10-29 23;22.83
2881;2023-10-30 00;24.07
2882;2023-10-30 01;22.41
2883;2023-10-30 02;26.13
2884;2023-10-30 03;28.52
2885;2023-10-30 04;31.94
2886;2023-10-30 05;32.42
2887;2023-10-30 06;23.45
2888;2023-10-30 07;26.89
2889;2023-10-30 08;30.5
2890;2023-10-30 09;43.65
2891;2023-10-30 10;36.16
2892;2023-10-30 11;40.11
2893;2023-10-30 12;41.17
2894;2023-10-30 13;33.34
2895;2023-10-30 14;44.78
2896;2023-10-30 15;42.77
2897;2023-10-30 16;43.09
2898;2023-10-30 17;36.23
2899;2023-10-30 18;28.31
2900;2023-10-30 19;23.61
2901;2023-10-30 20;25.64
2902;2023-10-30 21;35.16
2903;2023-10-30 22;38.62
2904;2023-10-30 23;36.54
2905;2023-10-31 00;24.46
2906;2023-10-31 01;26.12
2907;2023-10-31 02;27.87
2908;2023-10-31 03;30.6
2909;2023-10-31 04;28.51
2910;2023-10-31 05;35.75
2911;2023-10-31 06;39.13
2912;2023-10-31 07;35.17
2913;2023-10-31 08;35.02
2914;2023-10-31 09;35.65
2915;2023-10-31 10;44.85
2916;2023-10-31 11;44.41
2917;2023-10-31 12;39.7
2918;2023-10-31 13;38.31
2919;2023-10-31 14;42.8
2920;2023-10-31 15;45.28
2921;2023-10-31 16;46.78
2922;2023-10-31 17;46.67
2923;2023-10-31 18;37.38
2924;2023-10-31 19;29.2
2925;2023-10-31 20;28.49
2926;2023-10-31 21;32.35
2927;2023-10-31 22;36.73
2928;2023-10-31 23;31.39
2929;2023-11-01 00;33.6
2930;2023-11-01 01;50.88
2931;2023-11-01 02;62.59
2932;2023-11-01 03;65.55
2933;2023-11-01 04;63.71
2934;2023-11-01 05;63.07
2935;2023-11-01 06;64.42
2936;2023-11-01 07;55.22
2937;2023-11-01 08;44.53
2938;2023-11-01 09;34.74
2939;2023-11-01 10;36.65
2940;2023-11-01 11;38.15
2941;2023-11-01 12;34.41
2942;2023-11-01 13;36.26
2943;2023-11-01 14;39.5
2944;2023-11-01 15;41.13
2945;2023-11-01 16;36.33
2946;2023-11-01 17;41.07
2947;2023-11-01 18;39.42
2948;2023-11-01 19;39.53
2949;2023-11-01 20;31.13
2950;2023-11-01 21;29.875
2951;2023-11-01 22;28.62
2952;2023-11-01 23;31.11
2953;2023-11-02 00;34.03
2954;2023-11-02 01;32.05
2955;2023-11-02 02;36.23
2956;2023-11-02 03;52.31
2957;2023-11-02 04;32.75
2958;2023-11-02 05;29.11
2959;2023-11-02 06;24.84
2960;2023-11-02 07;24.69
2961;2023-11-02 08;21.83
2962;2023-11-02 09;17.99
2963;2023-11-02 10;20.48
2964;2023-11-02 11;20.85
2965;2023-11-02 12;19.85
2966;2023-11-02 13;20.44
2967;2023-11-02 14;30.87
2968;2023-11-02 15;31
2969;2023-11-02 16;26.24
2970;2023-11-02 17;38.85
2971;2023-11-02 18;46.87
2972;2023-11-02 19;42.27
2973;2023-11-02 20;37.33
2974;2023-11-02 21;32.53
2975;2023-11-02 22;26.63
2976;2023-11-02 23;33.42
2977;2023-11-03 00;38.09
2978;2023-11-03 01;41.72
2979;2023-11-03 02;36.87
2980;2023-11-03 03;40.51
2981;2023-11-03 04;39.84
2982;2023-11-03 05;33.09
2983;2023-11-03 06;24.69
2984;2023-11-03 07;25.53
2985;2023-11-03 08;23.28
2986;2023-11-03 09;23.36
2987;2023-11-03 10;19.91
2988;2023-11-03 11;18.3
2989;2023-11-03 12;20.93
2990;2023-11-03 13;28.86
2991;2023-11-03 14;29.69
2992;2023-11-03 15;45.31
2993;2023-11-03 16;44.35
2994;2023-11-03 17;36.28
2995;2023-11-03 18;33.04
2996;2023-11-03 19;30.26
2997;2023-11-03 20;30.58
2998;2023-11-03 21;29.59
2999;2023-11-03 22;26.45
3000;2023-11-03 23;26.31
3001;2023-11-04 00;21.59
3002;2023-11-04 01;25.61
3003;2023-11-04 02;27.81
3004;2023-11-04 03;30.48
3005;2023-11-04 04;44.61
3006;2023-11-04 05;48.67
3007;2023-11-04 06;46.84
3008;2023-11-04 07;43.55
3009;2023-11-04 08;33.81
3010;2023-11-04 09;33.24
3011;2023-11-04 10;32.18
3012;2023-11-04 11;36.58
3013;2023-11-04 12;46.3
3014;2023-11-04 13;49.27
3015;2023-11-04 14;39.16
3016;2023-11-04 15;36.16
3017;2023-11-04 16;32.31
3018;2023-11-04 17;29.82
3019;2023-11-04 18;28.12
3020;2023-11-04 19;26.46
3021;2023-11-04 20;23.58
3022;2023-11-04 21;19.71
3023;2023-11-04 22;25.27
3024;2023-11-04 23;31.6
3025;2023-11-05 00;37.52
3026;2023-11-05 01;41.22
3027;2023-11-05 02;42.98
3028;2023-11-05 03;40.7
3029;2023-11-05 04;34.12
3030;2023-11-05 05;33.81
3031;2023-11-05 06;34.98
3032;2023-11-05 07;36.97
3033;2023-11-05 08;30.01
3034;2023-11-05 09;31.94
3035;2023-11-05 10;35.04
3036;2023-11-05 11;40.62
3037;2023-11-05 12;42.48
3038;2023-11-05 13;55.93
3039;2023-11-05 14;67.7
3040;2023-11-05 15;64.55
3041;2023-11-05 16;33.2
3042;2023-11-05 17;30.47
3043;2023-11-05 18;27.88
3044;2023-11-05 19;26.71
3045;2023-11-05 20;21.87
3046;2023-11-05 21;21.94
3047;2023-11-05 22;22.89
3048;2023-11-05 23;25.83
3049;2023-11-06 00;23.22
3050;2023-11-06 01;27.55
3051;2023-11-06 02;32.8
3052;2023-11-06 03;28.57
3053;2023-11-06 04;31.61
3054;2023-11-06 05;34.6
3055;2023-11-06 06;37.15
3056;2023-11-06 07;32.82
3057;2023-11-06 08;31.61
3058;2023-11-06 09;31.45
3059;2023-11-06 10;28.06
3060;2023-11-06 11;25.33
3061;2023-11-06 12;26.34
3062;2023-11-06 13;27.91
3063;2023-11-06 14;28.21
3064;2023-11-06 15;34.37
3065;2023-11-06 16;36.06
3066;2023-11-06 17;30.15
3067;2023-11-06 18;27.82
3068;2023-11-06 19;24.52
3069;2023-11-06 20;23.79
3070;2023-11-06 21;23.06
3071;2023-11-06 22;21.59
3072;2023-11-06 23;23.5
3073;2023-11-07 00;29.68
3074;2023-11-07 01;31.56
3075;2023-11-07 02;30.37
3076;2023-11-07 03;30.62
3077;2023-11-07 04;29.15
3078;2023-11-07 05;29.12
3079;2023-11-07 06;27.95
3080;2023-11-07 07;24.89
3081;2023-11-07 08;18.28
3082;2023-11-07 09;15.88
3083;2023-11-07 10;17.73
3084;2023-11-07 11;17.54
3085;2023-11-07 12;24.85
3086;2023-11-07 13;33.65
3087;2023-11-07 14;38.9
3088;2023-11-07 15;47.64
3089;2023-11-07 16;47.73
3090;2023-11-07 17;35.76
3091;2023-11-07 18;29.84
3092;2023-11-07 19;29.06
3093;2023-11-07 20;29.6
3094;2023-11-07 21;28.17
3095;2023-11-07 22;32.37
3096;2023-11-07 23;42.64
3097;2023-11-08 00;41.03
3098;2023-11-08 01;46.1
3099;2023-11-08 02;45.64
3100;2023-11-08 03;51.5
3101;2023-11-08 04;47.26
3102;2023-11-08 05;39.52
3103;2023-11-08 06;34.79
3104;2023-11-08 07;35.66
3105;2023-11-08 08;36.06
3106;2023-11-08 09;32.75
3107;2023-11-08 10;33.53
3108;2023-11-08 11;39.83
3109;2023-11-08 12;46.66
3110;2023-11-08 13;49.18
3111;2023-11-08 14;47.45
3112;2023-11-08 15;43.93
3113;2023-11-08 16;47.8
3114;2023-11-08 17;44.45
3115;2023-11-08 18;40.9
3116;2023-11-08 19;32.05
3117;2023-11-08 20;29.07
3118;2023-11-08 21;28.32
3119;2023-11-08 22;24.5
3120;2023-11-08 23;29.04
3121;2023-11-09 00;30.62
3122;2023-11-09 01;32.41
3123;2023-11-09 02;32.92
3124;2023-11-09 03;36.13
3125;2023-11-09 04;47.08
3126;2023-11-09 05;41.95
3127;2023-11-09 06;34.47
3128;2023-11-09 07;29.26
3129;2023-11-09 08;16.88
3130;2023-11-09 09;13.66
3131;2023-11-09 10;11.77
3132;2023-11-09 11;15.47
3133;2023-11-09 12;21.56
3134;2023-11-09 13;27.99
3135;2023-11-09 14;42.63
3136;2023-11-09 15;51.52
3137;2023-11-09 16;44.48
3138;2023-11-09 17;34.83
3139;2023-11-09 18;29.34
3140;2023-11-09 19;27.32
3141;2023-11-09 20;28.09
3142;2023-11-09 21;32.68
3143;2023-11-09 22;37.44
3144;2023-11-09 23;32.92
3145;2023-11-10 00;29.63
3146;2023-11-10 01;31.67
3147;2023-11-10 02;33.95
3148;2023-11-10 03;39.43
3149;2023-11-10 04;32.36
3150;2023-11-10 05;32.99
3151;2023-11-10 06;34.25
3152;2023-11-10 07;32.54
3153;2023-11-10 08;30.2
3154;2023-11-10 09;25.23
3155;2023-11-10 10;24.14
3156;2023-11-10 11;23.77
3157;2023-11-10 12;16.52
3158;2023-11-10 13;17.89
3159;2023-11-10 14;22.49
3160;2023-11-10 15;23.33
3161;2023-11-10 16;28.45
3162;2023-11-10 17;30.08
3163;2023-11-10 18;34.03
3164;2023-11-10 19;32.66
3165;2023-11-10 20;31.63
3166;2023-11-10 21;29.4
3167;2023-11-10 22;21.97
3168;2023-11-10 23;17.29
3169;2023-11-11 00;22.05
3170;2023-11-11 01;30.36
3171;2023-11-11 02;29.73
3172;2023-11-11 03;26.71
3173;2023-11-11 04;30.2
3174;2023-11-11 05;29.65
3175;2023-11-11 06;40.65
3176;2023-11-11 07;32.5
3177;2023-11-11 08;38.95
3178;2023-11-11 09;31.51
3179;2023-11-11 10;25.89
3180;2023-11-11 11;20.83
3181;2023-11-11 12;25.61
3182;2023-11-11 13;30.06
3183;2023-11-11 14;38.08
3184;2023-11-11 15;48.23
3185;2023-11-11 16;41.09
3186;2023-11-11 17;36.35
3187;2023-11-11 18;26.59
3188;2023-11-11 19;24.06
3189;2023-11-11 20;21.48
3190;2023-11-11 21;20.4
3191;2023-11-11 22;25.46
3192;2023-11-11 23;24.27
3193;2023-11-12 00;25.58
3194;2023-11-12 01;36.95
3195;2023-11-12 02;41.38
3196;2023-11-12 03;35.79
3197;2023-11-12 04;34.47
3198;2023-11-12 05;29.13
3199;2023-11-12 06;31.76
3200;2023-11-12 07;27.67
3201;2023-11-12 08;23.02
3202;2023-11-12 09;33.26
3203;2023-11-12 10;58.26
3204;2023-11-12 11;58.51
3205;2023-11-12 12;62.82
3206;2023-11-12 13;55.1
3207;2023-11-12 14;43.34
3208;2023-11-12 15;37.38
3209;2023-11-12 16;36.55
3210;2023-11-12 17;36.26
3211;2023-11-12 18;35.99
3212;2023-11-12 19;35.71
3213;2023-11-12 20;25.79
3214;2023-11-12 21;21.05
3215;2023-11-12 22;17.13
3216;2023-11-12 23;20.86
3217;2023-11-13 00;37.29
3218;2023-11-13 01;42.44
3219;2023-11-13 02;42.78
3220;2023-11-13 03;38.08
3221;2023-11-13 04;32.06
3222;2023-11-13 05;32.19
3223;2023-11-13 06;38.65
3224;2023-11-13 07;42.43
3225;2023-11-13 08;30.66
3226;2023-11-13 09;31.3
3227;2023-11-13 10;28.24
3228;2023-11-13 11;35.21
3229;2023-11-13 12;36.63
3230;2023-11-13 13;38.25
3231;2023-11-13 14;34.86
3232;2023-11-13 15;37.43
3233;2023-11-13 16;38.76
3234;2023-11-13 17;35.27
3235;2023-11-13 18;41.53
3236;2023-11-13 19;35.2
3237;2023-11-13 20;32.4
3238;2023-11-13 21;31.02
3239;2023-11-13 22;27.88
3240;2023-11-13 23;31.63
3241;2023-11-14 00;25.04
3242;2023-11-14 01;38.32
3243;2023-11-14 02;57.92
3244;2023-11-14 03;54.68
3245;2023-11-14 04;50.67
3246;2023-11-14 05;50.94
3247;2023-11-14 06;54.7
3248;2023-11-14 07;58.13
3249;2023-11-14 08;57.87
3250;2023-11-14 09;53.17
3251;2023-11-14 10;53.65
3252;2023-11-14 11;49.44
3253;2023-11-14 12;48.65
3254;2023-11-14 13;39.9
3255;2023-11-14 14;54.15
3256;2023-11-14 15;54.64
3257;2023-11-14 16;57.69
3258;2023-11-14 17;55.4
3259;2023-11-14 18;56.38
3260;2023-11-14 19;54.15
3261;2023-11-14 20;45.8
3262;2023-11-14 21;42.15
3263;2023-11-14 22;40.28
3264;2023-11-14 23;33.91
3265;2023-11-15 00;29.5
3266;2023-11-15 01;32.27
3267;2023-11-15 02;36.24
3268;2023-11-15 03;40.67
3269;2023-11-15 04;48.13
3270;2023-11-15 05;42.12
3271;2023-11-15 06;46.98
3272;2023-11-15 07;44.54
3273;2023-11-15 08;
3274;2023-11-15 09;
3275;2023-11-15 10;
3276;2023-11-15 11;
3277;2023-11-15 12;
3278;2023-11-15 13;
3279;2023-11-15 14;67.13
3280;2023-11-15 15;56.39
3281;2023-11-15 16;46.02
3282;2023-11-15 17;47.55
3283;2023-11-15 18;44.77
3284;2023-11-15 19;36.3
3285;2023-11-15 20;34.23
3286;2023-11-15 21;29.2
3287;2023-11-15 22;29.88
3288;2023-11-15 23;33.91
3289;2023-11-16 00;34.1
3290;2023-11-16 01;34.22
3291;2023-11-16 02;36.26
3292;2023-11-16 03;37.54
3293;2023-11-16 04;48.63
3294;2023-11-16 05;46.53
3295;2023-11-16 06;49.23
3296;2023-11-16 07;53.75
3297;2023-11-16 08;56.48
3298;2023-11-16 09;47.74
3299;2023-11-16 10;33.16
3300;2023-11-16 11;34.07
3301;2023-11-16 12;50.78
3302;2023-11-16 13;62.5
3303;2023-11-16 14;70.39
3304;2023-11-16 15;67.14
3305;2023-11-16 16;69.11
3306;2023-11-16 17;51.165
3307;2023-11-16 18;33.22
3308;2023-11-16 19;32.83
3309;2023-11-16 20;38.58
3310;2023-11-16 21;37.24
3311;2023-11-16 22;33.18
3312;2023-11-16 23;30.43
3313;2023-11-17 00;31.99
3314;2023-11-17 01;42.42
3315;2023-11-17 02;47.56
3316;2023-11-17 03;45.99
3317;2023-11-17 04;45.46
3318;2023-11-17 05;39.42
3319;2023-11-17 06;41.36
3320;2023-11-17 07;45.61
3321;2023-11-17 08;46.75
3322;2023-11-17 09;42.8
3323;2023-11-17 10;39.15
3324;2023-11-17 11;39.24
3325;2023-11-17 12;47.4
3326;2023-11-17 13;56.11
3327;2023-11-17 14;57.99
3328;2023-11-17 15;57.94
3329;2023-11-17 16;54.42
3330;2023-11-17 17;57.38
3331;2023-11-17 18;49.14
3332;2023-11-17 19;36.97
3333;2023-11-17 20;27.3
3334;2023-11-17 21;24.97
3335;2023-11-17 22;28.69
3336;2023-11-17 23;32.08
3337;2023-11-18 00;35.73
3338;2023-11-18 01;42.85
3339;2023-11-18 02;44.33
3340;2023-11-18 03;37.93
3341;2023-11-18 04;46.28
3342;2023-11-18 05;46.84
3343;2023-11-18 06;46.51
3344;2023-11-18 07;52.92
3345;2023-11-18 08;50.74
3346;2023-11-18 09;49.86
3347;2023-11-18 10;33.89
3348;2023-11-18 11;48.35
3349;2023-11-18 12;54.8
3350;2023-11-18 13;60.3
3351;2023-11-18 14;54
3352;2023-11-18 15;46.4
3353;2023-11-18 16;46.9
3354;2023-11-18 17;45.9
3355;2023-11-18 18;43.73
3356;2023-11-18 19;33.29
3357;2023-11-18 20;26.78
3358;2023-11-18 21;26.87
3359;2023-11-18 22;26.47
3360;2023-11-18 23;26.05
3361;2023-11-19 00;34.93
3362;2023-11-19 01;42.71
3363;2023-11-19 02;41.54
3364;2023-11-19 03;39.08
3365;2023-11-19 04;37.82
3366;2023-11-19 05;33.87
3367;2023-11-19 06;33.2
3368;2023-11-19 07;32.69
3369;2023-11-19 08;33.66
3370;2023-11-19 09;36.84
3371;2023-11-19 10;27.5
3372;2023-11-19 11;32.07
3373;2023-11-19 12;38.49
3374;2023-11-19 13;47.55
3375;2023-11-19 14;69.67
3376;2023-11-19 15;71.85
3377;2023-11-19 16;56.42
3378;2023-11-19 17;45.07
3379;2023-11-19 18;40.17
3380;2023-11-19 19;31.6
3381;2023-11-19 20;28.38
3382;2023-11-19 21;30.02
3383;2023-11-19 22;28.76
3384;2023-11-19 23;31.69
3385;2023-11-20 00;27.72
3386;2023-11-20 01;28.5
3387;2023-11-20 02;27.78
3388;2023-11-20 03;30.19
3389;2023-11-20 04;29.14
3390;2023-11-20 05;28.4
3391;2023-11-20 06;29.31
3392;2023-11-20 07;32.78
3393;2023-11-20 08;33.28
3394;2023-11-20 09;30.23
3395;2023-11-20 10;33.47
3396;2023-11-20 11;36.26
3397;2023-11-20 12;36.68
3398;2023-11-20 13;40.47
3399;2023-11-20 14;38.31
3400;2023-11-20 15;38.25
3401;2023-11-20 16;41.8
3402;2023-11-20 17;41.83
3403;2023-11-20 18;30.8
3404;2023-11-20 19;29.31
3405;2023-11-20 20;25.35
3406;2023-11-20 21;30.3
3407;2023-11-20 22;43.1
3408;2023-11-20 23;42.06
3409;2023-11-21 00;52.54
3410;2023-11-21 01;27.17
3411;2023-11-21 02;33.75
3412;2023-11-21 03;42.34
3413;2023-11-21 04;42.48
3414;2023-11-21 05;26.1
3415;2023-11-21 06;25.2
3416;2023-11-21 07;22.45
3417;2023-11-21 08;20.98
3418;2023-11-21 09;27.07
3419;2023-11-21 10;30.2
3420;2023-11-21 11;25.02
3421;2023-11-21 12;35.92
3422;2023-11-21 13;55.82
3423;2023-11-21 14;58.02
3424;2023-11-21 15;54.77
3425;2023-11-21 16;46.78
3426;2023-11-21 17;33.81
3427;2023-11-21 18;31.21
3428;2023-11-21 19;23.2
3429;2023-11-21 20;22.93
3430;2023-11-21 21;23.59
3431;2023-11-21 22;24.55
3432;2023-11-21 23;38.76
3433;2023-11-22 00;55.19
3434;2023-11-22 01;61.01
3435;2023-11-22 02;52.47
3436;2023-11-22 03;31.87
3437;2023-11-22 04;25.34
3438;2023-11-22 05;29.5
3439;2023-11-22 06;45.87
3440;2023-11-22 07;43.88
3441;2023-11-22 08;32.39
3442;2023-11-22 09;29.3
3443;2023-11-22 10;37.94
3444;2023-11-22 11;40.39
3445;2023-11-22 12;37.48
3446;2023-11-22 13;42.29
3447;2023-11-22 14;42.99
3448;2023-11-22 15;34.07
3449;2023-11-22 16;47.15
3450;2023-11-22 17;38.16
3451;2023-11-22 18;28.94
3452;2023-11-22 19;24.12
3453;2023-11-22 20;25.51
3454;2023-11-22 21;25.19
3455;2023-11-22 22;24.18
3456;2023-11-22 23;25.08
3457;2023-11-23 00;31.93
3458;2023-11-23 01;28.63
3459;2023-11-23 02;31.54
3460;2023-11-23 03;33.36
3461;2023-11-23 04;33.69
3462;2023-11-23 05;37.37
3463;2023-11-23 06;36.52
3464;2023-11-23 07;35.75
3465;2023-11-23 08;42.66
3466;2023-11-23 09;46.49
3467;2023-11-23 10;43.53
3468;2023-11-23 11;62.94
3469;2023-11-23 12;59.72
3470;2023-11-23 13;59.95
3471;2023-11-23 14;69.44
3472;2023-11-23 15;54.3
3473;2023-11-23 16;43.23
3474;2023-11-23 17;36.65
3475;2023-11-23 18;35.09
3476;2023-11-23 19;35.55
3477;2023-11-23 20;33.95
3478;2023-11-23 21;36.9
3479;2023-11-23 22;42.62
3480;2023-11-23 23;46.97
3481;2023-11-24 00;31.51
3482;2023-11-24 01;37.48
3483;2023-11-24 02;38.76
3484;2023-11-24 03;42.81
3485;2023-11-24 04;43.8
3486;2023-11-24 05;40.2
3487;2023-11-24 06;42.57
3488;2023-11-24 07;47.19
3489;2023-11-24 08;43.78
3490;2023-11-24 09;47.98
3491;2023-11-24 10;51.66
3492;2023-11-24 11;51.37
3493;2023-11-24 12;56.02
3494;2023-11-24 13;79.56
3495;2023-11-24 14;73.78
3496;2023-11-24 15;60.62
3497;2023-11-24 16;58.55
3498;2023-11-24 17;53.25
3499;2023-11-24 18;50.53
3500;2023-11-24 19;40.38
3501;2023-11-24 20;34.65
3502;2023-11-24 21;34.27
3503;2023-11-24 22;39.73
3504;2023-11-24 23;46.65
3505;2023-11-25 00;40.38
3506;2023-11-25 01;40.79
3507;2023-11-25 02;41.55
3508;2023-11-25 03;39.6
3509;2023-11-25 04;34.11
3510;2023-11-25 05;32.55
3511;2023-11-25 06;42.04
3512;2023-11-25 07;48.67
3513;2023-11-25 08;47.15
3514;2023-11-25 09;52.31
3515;2023-11-25 10;45.83
3516;2023-11-25 11;44.11
3517;2023-11-25 12;42.39
3518;2023-11-25 13;44.38
3519;2023-11-25 14;54.11
3520;2023-11-25 15;58.04
3521;2023-11-25 16;65.32
3522;2023-11-25 17;59.96
3523;2023-11-25 18;53.28
3524;2023-11-25 19;49.12
3525;2023-11-25 20;43.86
3526;2023-11-25 21;37.93
3527;2023-11-25 22;30.98
3528;2023-11-25 23;27.49
3529;2023-11-26 00;25.48
3530;2023-11-26 01;30.14
3531;2023-11-26 02;38.05
3532;2023-11-26 03;49.83
3533;2023-11-26 04;51.68
3534;2023-11-26 05;40.78
3535;2023-11-26 06;39.63
3536;2023-11-26 07;41.31
3537;2023-11-26 08;45.63
3538;2023-11-26 09;50.9
3539;2023-11-26 10;50.35
3540;2023-11-26 11;52.74
3541;2023-11-26 12;58.23
3542;2023-11-26 13;73.23
3543;2023-11-26 14;83.8
3544;2023-11-26 15;79.64
3545;2023-11-26 16;63.55
3546;2023-11-26 17;58.61
3547;2023-11-26 18;44.18
3548;2023-11-26 19;33.23
3549;2023-11-26 20;30.83
3550;2023-11-26 21;28.51
3551;2023-11-26 22;24.43
3552;2023-11-26 23;24.94
3553;2023-11-27 00;25.63
3554;2023-11-27 01;28.85
3555;2023-11-27 02;31.88
3556;2023-11-27 03;30.76
3557;2023-11-27 04;36.72
3558;2023-11-27 05;38.1
3559;2023-11-27 06;25.08
3560;2023-11-27 07;27.63
3561;2023-11-27 08;29.97
3562;2023-11-27 09;33.35
3563;2023-11-27 10;33.24
3564;2023-11-27 11;41.2
3565;2023-11-27 12;51.89
3566;2023-11-27 13;63.97
3567;2023-11-27 14;83.7
3568;2023-11-27 15;62.04
3569;2023-11-27 16;56.95
3570;2023-11-27 17;40.8
3571;2023-11-27 18;36.72
3572;2023-11-27 19;34.04
3573;2023-11-27 20;33.72
3574;2023-11-27 21;38.15
3575;2023-11-27 22;33.32
3576;2023-11-27 23;39.34
3577;2023-11-28 00;31.11
3578;2023-11-28 01;31.35
3579;2023-11-28 02;33.1
3580;2023-11-28 03;27.64
3581;2023-11-28 04;26.05
3582;2023-11-28 05;24.93
3583;2023-11-28 06;27.62
3584;2023-11-28 07;30.81
3585;2023-11-28 08;25.43
3586;2023-11-28 09;30.99
3587;2023-11-28 10;34.14
3588;2023-11-28 11;36.91
3589;2023-11-28 12;33.05
3590;2023-11-28 13;39.85
3591;2023-11-28 14;50.91
3592;2023-11-28 15;48.3
3593;2023-11-28 16;47.14
3594;2023-11-28 17;40.12
3595;2023-11-28 18;38.86
3596;2023-11-28 19;32.65
3597;2023-11-28 20;30.1
3598;2023-11-28 21;29.71
3599;2023-11-28 22;31.44
3600;2023-11-28 23;36.01
3601;2023-11-29 00;40.32
3602;2023-11-29 01;40.72
3603;2023-11-29 02;43.53
3604;2023-11-29 03;45.33
